Table_Number,Table_Name,Table_Sub_Name,Table_Section,Breakdown,Quarter,Unit,Value
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Primary industries,202206,$ (millions),47
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",202206,$ (millions),36
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Rental, hiring and real estate services",202206,$ (millions),10
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Arts, recreation, and other services",202209,$ (millions),17
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Goods-producing industries,202209,$ (millions),20
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Health care and social assistance,202209,$ (millions),45
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Other services industries,202209,$ (millions),9
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Primary industries,202209,$ (millions),51
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",202209,$ (millions),43
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Rental, hiring and real estate services",202209,$ (millions),11
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Arts, recreation, and other services",202212,$ (millions),16
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Goods-producing industries,202212,$ (millions),25
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Health care and social assistance,202212,$ (millions),53
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Other services industries,202212,$ (millions),11
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Primary industries,202212,$ (millions),55
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",202212,$ (millions),40
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Rental, hiring and real estate services",202212,$ (millions),11
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Arts, recreation, and other services",202303,$ (millions),15
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Goods-producing industries,202303,$ (millions),23
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Health care and social assistance,202303,$ (millions),47
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Other services industries,202303,$ (millions),11
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Primary industries,202303,$ (millions),50
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",202303,$ (millions),42
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Rental, hiring and real estate services",202303,$ (millions),11
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Arts, recreation, and other services",202306,$ (millions),15
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Goods-producing industries,202306,$ (millions),23
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Health care and social assistance,202306,$ (millions),52
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Other services industries,202306,$ (millions),11
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Primary industries,202306,$ (millions),51
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",202306,$ (millions),41
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Rental, hiring and real estate services",202306,$ (millions),11
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,"China, People's Republic of",201703,$ (millions),59
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,United States of America,201703,$ (millions),14
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,Other,201703,$ (millions),59
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,All other,201703,$ (millions),86
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,"Milk powder, butter, and cheese",201703,$ (millions),45
7,"Goods exports, by Maori authorities and all New Zealand businesses",Total,Maori Authorities,Total,201703,$ (millions),131
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,"Milk powder, butter, and cheese",201703,$ (millions),3418
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,All other,201703,$ (millions),9121
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,"China, People's Republic of",201703,$ (millions),2729
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,United States of America,201703,$ (millions),1346
